name,link,lyrics,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
‘tis the damn season,https://www.youtube.com/watch?v=WuvhOD-mP8M,"If I wanted to know who you were hanging with
While I was gone I would have asked you
It's the kind of cold, fogs up windshield glass
But I felt it when I passed you
There's an ache in you put there by the ache in me
But if it's all the same to you
It's the same to me
So we could call it even
You could call me babe for the weekend
'Tis the damn season, write this down
I'm stayin' at my parents' house
And the road not taken looks real good now
And it always leads to you in my hometown
I parkеd my car right between the Methodist
And thе school that used to be ours
The holidays linger like bad perfume
You can run, but only so far
I escaped it too, remember how you watched me leave
But if it's okay with you, it's okay with me
We could call it even
You could call me babe for the weekend
'Tis the damn season, write this down
I'm stayin' at my parents' house
And the road not taken looks real good now
Time flies, messy as the mud on your truck tires
Now I'm missing your smile, hear me out
We could just ride around
And the road not taken looks real good now
And it always leads to you in my hometown
Sleep in half the day just for old times' sake
I won't ask you to wait if you don't ask me to stay
So I'll go back to L.A. and the so-called friends
Who'll write books about me, if I ever make it
And wonder about the only soul who can tell which smiles I'm fakin'
And the heart I know I'm breakin' is my own
To leave the warmest bed I've ever known
We could call it even
Even though I'm leavin'
And I'll be yours for the weekend
'Tis the damn season
We could call it even
You could call me babe for the weekend
'Tis the damn season, write this down
I'm stayin' at my parents' house
And the road not taken looks real good now
Time flies, messy as the mud on your truck tires
Now I'm missing your smile, hear me out
We could just ride around
And the road not taken looks real good now
And it always leads to you in my hometown
It always leads to you in my hometown",evermore (deluxe version),Taylor Swift,2021-01-07,229840,66,0.575,0.735,0.434,6.59E-05,0.105,-8.193,0.0312,0.348,145.916
tolerate it,https://www.youtube.com/watch?v=ukxEKY_7MOc,"I sit and watch you reading with your head low
I wake and watch you breathing with your eyes closed
I sit and watch you
I notice everything you do or don't do
You're so much older and wiser, and I
I wait by the door like I'm just a kid
Use my best colors for your portrait
Lay the table with the fancy shit
And watch you tolerate it
If it's all in my head, tell me now
Tell me I've got it wrong somehow
I know my love should be celebrated
But you tolerate it
I greet you with a battle hero's welcome
I take your indiscretions all in good fun
I sit and listen
I polish plates until they gleam and glisten
You're so much older and wiser, and I
I wait by the door like I'm just a kid
Use my best colors for your portrait
Lay the table with the fancy shit
And watch you tolerate it
If it's all in my head, tell me now
Tell me I've got it wrong somehow
I know my love should be celebrated
But you tolerate it
While you were out building other worlds, where was I?
Where's that man who'd throw blankets over my barbed wire?
I made you my temple, my mural, my sky
Now I'm begging for footnotes in the story of your life
Drawing hearts in the byline
Always taking up too much space or time
You assume I'm fine, but what would you do if I
I break free and leave us in ruins?
Took this dagger in me and removed it?
Gain the weight of you then lose it
Believe me, I could do it
If it's all in my head tell me now
Tell me I've got it wrong somehow
I know my love should be celebrated
But you tolerate it
I sit and watch you",evermore (deluxe version),Taylor Swift,2021-01-07,245440,66,0.316,0.878,0.361,2.67E-05,0.0797,-10.381,0.0488,0.221,74.952
"no body, no crime (feat. HAIM)",https://www.youtube.com/watch?v=IEPomqor2A8,"He did it
He did it
Este's a friend of mine
We meet up every Tuesday night for dinner and a glass of wine
Este's been losing sleep
Her husband's acting different and it smells like infidelity
She says, ""That ain't my merlot on his mouth""
""That ain't my jewelry on our joint account""
No, there ain't no doubt
I think I'm gonna call him out
She says
""I think he did it but I just can't prove it""
I think he did it but I just can't prove it
I think he did it but I just can't prove it
No, no body, no crime
But I ain't letting up until the day I die
No, no
I think he did it
No, no
He did it
Este wasn't there
Tuesday night at Olive Garden, at her job, or anywhere
He reports his missing wife
And I noticed when I passed his house his truck has got some brand new tires
And his mistress moved in
Sleeps in Este's bed and everything
No, there ain't no doubt
Somebody's gotta catch him out
'Cause
I think he did it but I just can't prove it (he did it)
I think he did it but I just can't prove it (he did it)
I think he did it but I just can't prove it
No, no body, no crime
But I ain't letting up until the day I die
No, no
I think he did it
No, no
He did it
Good thing my daddy made me get a boating license when I was fifteen
And I've cleaned enough houses to know how to cover up a scene
Good thing Este's sister's gonna swear she was with me (""She was with me dude"")
Good thing his mistress took out a big life insurance policy
They think she did it but they just can't prove it
They think she did it but they just can't prove it
She thinks I did it but she just can't prove it
No, no body, no crime
I wasn't letting up until the day he
No, no body, no crime
I wasn't letting up until the day he
No, no body, no crime
I wasn't letting up until the day he died",evermore (deluxe version),Taylor Swift,2021-01-07,215626,65,0.546,0.418,0.613,0,0.103,-7.589,0.0264,0.535,79.015
happiness,https://www.youtube.com/watch?v=tP4TTgt4nb0,"Honey, when I'm above the trees
I see this for what it is
But now I'm right down in it
All the years I've given
Is just shit we're dividing up
Showed you all of my hiding spots
I was dancing when the music stopped
And in the disbelief
I can't face reinvention
I haven't met the new me yet
There'll be happiness after you
But there was happiness because of you
Both of these things can be true
There is happiness
Past the blood and bruise
Past the curses and cries
Beyond the terror in the nightfall
Haunted by the look in my eyes
That would've loved you for a lifetime
Leave it all behind
And there is happiness
Tell me, when did your winning smile
Begin to look like a smirk?
When did all our lessons start to look like weapons pointed at my deepest hurt?
I hope she'll be a beautiful fool
Who takes my spot next to you
No, I didn't mean that
Sorry, I can't see facts through all of my fury
You haven't met the new me yet
There'll be happiness after me
But there was happiness because of me
Both of these things I believe
There is happiness
In our history
Across our great divide
There is a glorious sunrise
Dappled with the flickers of light
From the dress I wore at midnight
Leave it all behind
And there is happiness
I can't make it go away by making you a villain
I guess it's the price I pay for seven years in heaven
And I pulled your body into mine every goddamn night now I get fake niceties
No one teaches you what to do
When a good man hurts you
And you know you hurt him too
Honey, when I'm above the trees
I see it for what it is
But now my eyes leak acid rain
On the pillow where you used to lay your head
After giving you the best I had
Tell me what to give after that
All you want from me now
Is the green light of forgiveness
You haven't met the new me yet
And I think she'll give you that
There'll be happiness after you
But there was happiness because of you too
Both of these things can be true
There is happiness
In our history
Across our great divide
There is a glorious sunrise
Dappled with the flickers of light
From the dress I wore at midnight
Leave it all behind
Oh, leave it all behind
Leave it all behind
And there is happiness",evermore (deluxe version),Taylor Swift,2021-01-07,315146,64,0.559,0.87,0.334,0,0.114,-10.733,0.0376,0.211,122.079
dorothea,https://www.youtube.com/watch?v=zI4DS5GmQWE,"Hey Dorothea
Do you ever stop and think about me?
When we were younger
Down in the park
Honey, making a lark of the misery
You got shiny friends since you left town
A tiny screen's the only place I see you now
And I got nothing but well wishes for ya
Ooh
This place is the same as it ever was
Ooh
But you don't like it that way
It's never too late
To come back to my side
The stars in your eyes
Shined brighter in Tupelo
And if you're ever tired of being known
For who you know
You know, you'll always know me
Dorothea (ah-ah)
Dorothea (ah-ah)
Ooh, you're a queen
Selling dreams
Selling make up and magazines
Ooh, from you I'd buy anything
Hey Dorothea
Do you ever stop and think about me?
When it was calmer
Skipping the prom
Just to piss off your mom
And her pageant schemes
And damn, Dorothea
They all wanna be ya
But are you still the same soul
I met under the bleachers?
Well
Ooh
I guess I'll never know
Ooh
And you'll go on with the show
But it's never too late
To come back to my side
The stars in your eyes
Shined brighter in Tupelo
And if you're ever tired of being known
For who you know
You know, you'll always know me
Dorothea (ah-ah)
Dorothea (ah-ah)
Ooh
Ooh
Ooh-woo-ooh-ooh, ooh-ooh-ooh
Ooh
Ooh
Ooh-woo-ooh-ooh, ooh-ooh-ooh
Dorothea (ah-ah)",evermore (deluxe version),Taylor Swift,2021-01-07,225880,64,0.605,0.696,0.488,0,0.129,-8.322,0.0264,0.354,119.966
coney island (feat. The National),https://www.youtube.com/watch?v=c_p_TBaHvos,"Break my soul in two looking for you
But you're right here
If I can't relate to you anymore
Then who am I related to?
And if this is the long haul
How'd we get here so soon?
Did I close my fist around something delicate?
Did I shatter you?
And I'm sitting on a bench in Coney Island
Wondering, ""Where did my baby go?""
The fast times, the bright lights, the merry-go
Sorry for not making you my centerfold
Over and over
Lost again with no surprises
Disappointments close your eyes
And it gets colder and colder
When the sun goes down
The question pounds my head
What's a lifetime of achievement
If I pushed you to the edge
But you were too polite to leave me?
Do you miss the rogue
Who coaxed you into paradise and left you there?
Will you forgive my soul
When you're too wise to trust me and too old to care?
'Cause we were like the mall before the internet
It was the one place to be
The mischief, the gift-wrapped suburban dreams
Sorry for not winning you an arcade ring
Over and over
Lost again with no surprises
Disappointments close your eyes
And it gets colder and colder
When the sun goes down
Were you waiting at our old spot
In the tree line, by the gold clock?
Did I leave you hanging every single day?
Were you standing in the hallway with a big cake?
Happy birthday
Did I paint your bluest skies the darkest gray?
A universe away
And when I got into the accident
The sight that flashed before me was your face
But when I walked up to the podium
I think that I forgot to say your name
I'm on a bench in Coney Island
Wondering, ""Where did my baby go?""
The fast times, the bright lights, the merry-go
Sorry for not making you my centerfold
Over and over
Lost again with no surprises
Disappointments close your eyes
And it gets colder and colder
When the sun goes down
When the sun goes down
The sight that flashed before me was your face
When the sun goes down
But I think that I forgot to say your name
Over and over
Sorry for not making you my, making you my
Making you my centerfold",evermore (deluxe version),Taylor Swift,2021-01-07,275320,64,0.537,0.819,0.537,0.000904,0.142,-11.266,0.0617,0.292,107.895
ivy,https://www.youtube.com/watch?v=9nIOx-ezlzA,"How's one to know?
I'd meet you where the spirit meets the bones
In a faith-forgotten land
In from the snow
Your touch brought forth an incandescent glow
Tarnished, but so grand
And the old widow goes to the stone every day
But I don't, I just sit here and wait
Grieving for the living
Oh, goddamn
My pain fits in the palm of your freezing hand
Taking mine but it's been promised to another
Oh, I can't
Stop you putting roots in my dreamland
My house of stone, your ivy grows
And now I'm covered in you
I wish to know
The fatal flaw that makes you long to be
Magnificently cursed
He's in the room
Your opal eyes are all I wish to see
He wants what's only yours
Oh, goddamn
My pain fits in the palm of your freezing hand
Taking mine, but it's been promised to another
Oh, I can't
Stop you putting roots in my dreamland
My house of stone, your ivy grows
And now I'm covered
Clover blooms in the fields
Spring breaks loose, the time is near
What would he do if he found us out?
Crescent moon, coast is clear
Spring breaks loose, but so does fear
He's gonna burn this house to the ground
How's one to know?
I'd live and die for moments that we stole
On begged and borrowed time
So tell me to run
Or dare to sit and watch what we'll become
And drink my husband's wine
Oh, goddamn
My pain fits in the palm of your freezing hand
Taking mine, but it's been promised to another
Oh, I can't
Stop you putting roots in my dreamland
My house of stone, your ivy grows
And now I'm covered in you
And I'm covered in you
So yeah, it's a fire
It's a goddamn blaze in the dark
And you started it
You started it
So yeah, it's a war
It's the goddamn fight of my life
And you started it
You started it
Oh, I can't
Stop you putting roots in my dreamland
My house of stone, your ivy grows
And now I'm covered in you
In you
Ooh, ooh, ooh, ooh
Now I'm covered in you
In you",evermore (deluxe version),Taylor Swift,2021-01-07,260440,65,0.515,0.855,0.545,1.97E-05,0.0921,-9.277,0.0353,0.535,88.856
cowboy like me,https://www.youtube.com/watch?v=YPlNBb6I8qU,"And the tennis court was covered up
With some tent-like thing
And you asked me to dance
But I said, ""Dancing is a dangerous game""
Oh, I thought
This is gonna be one of those things
Now I know
I'm never gonna love again
I've got some tricks up my sleeve
Takes one to know one
You're a cowboy like me
Never wanted love
Just a fancy car
Now I'm waiting by the phone
Like I'm sitting in an airport bar
You had some tricks up your sleeve
Takes one to know one
You're a cowboy like me
Perched in the dark
Telling all the rich folks anything they wanna hear
Like it could be love
I could be the way forward
Only if they pay for it
You're a bandit like me
Eyes full of stars
Hustling for the good life
Never thought I'd meet you here
It could be love
We could be the way forward
And I know I'll pay for it
You're a cowboy like me
Perched in the dark
Telling all the rich folks anything they wanna hear
Like it could be love
I could be the way forward
Only if they pay for it
You're a bandit like me
Eyes full of stars
Hustling for the good life
Never thought I'd meet you here
It could be love
We could be the way forward
And I know I'll pay for it
And the skeletons in both our closets
Plotted hard to mess this up
And the old men that I've swindled
Really did believe I was the one
And the ladies lunching have their stories about
When you passed through town
But that was all before I locked it down
Now you hang from my lips
Like the Gardens of Babylon
With your boots beneath my bed
Forever is the sweetest con
I've had some tricks up my sleeve
Takes one to know one
You're a cowboy like me
And I'm never gonna love again
I'm never gonna love again
Mm, mm, oh, oh
I'm never gonna love again",evermore (deluxe version),Taylor Swift,2021-01-07,275040,64,0.604,0.768,0.517,0.000155,0.123,-9.014,0.0347,0.511,127.967
long story short,https://www.youtube.com/watch?v=rqQHa2HcGtM,"Fatefully
I tried to pick my battles 'til the battle picked me
Misery
Like the war of words I shouted in my sleep
And you passed right by
I was in the alley, surrounded on all sides
The knife cuts both ways
If the shoe fits, walk in it 'til your high heels break
And I fell from the pedestal
Right down the rabbit hole
Long story short, it was a bad time
Pushed from the precipice
Clung to the nearest lips
Long story short, it was the wrong guy
Now I'm all about you
I'm all about you, ah
Yeah, yeah
I'm all about you, ah
Yeah, yeah
Actually
I always felt I must look better in the rear view
Missing me
At the golden gates they once held the keys to
When I dropped my sword
I threw it in the bushes and knocked on your door
And we live in peace
But if someone comes at us
This time, I'm ready
'Cause I fell from the pedestal
Right down the rabbit hole
Long story short, it was a bad time
Pushed from the precipice
Clung to the nearest lips
Long story short, it was the wrong guy
Now I'm all about you
I'm all about you, ah
Yeah, yeah
I'm all about you
No more keepin' score now
I just keep you warm (keep you warm)
No more tug of war now
I just know there's more (know there's more)
No more keepin' score now
I just keep you warm (keep you warm)
And my waves meet your shore
Ever and evermore
Past me
I wanna tell you not to get lost in these petty things
Your nemeses
Will defeat themselves before you get the chance to swing
And he's passing by
Rare as the glimmer of a comet in the sky
And he feels like home
If the shoe fits, walk in it everywhere you go
And I fell from the pedestal
Right down the rabbit hole
Long story short, it was a bad time
Pushed from the precipice
Climbed right back up the cliff
Long story short, I survived
Now I'm all about you (and now)
I'm all about you, ah (and now)
I'm all about you (and now)
I'm all about you, ah
Yeah, yeah
I'm all about you (and now)
Yeah, yeah
I'm all about you
Long story short, it was a bad time
Long story short, I survived",evermore (deluxe version),Taylor Swift,2021-01-07,215920,64,0.546,0.66,0.73,0.179,0.0972,-7.704,0.0417,0.573,157.895
marjorie,https://www.youtube.com/watch?v=hP6QpMeSG6s,"Never be so kind, you forget to be clever
Never be so clever, you forget to be kind
And if I didn't know better
I'd think you were talking to me now
If I didn't know better
I'd think you were still around
What died didn't stay dead
What died didn't stay dead
You're alive, you're alive in my head
What died didn't stay dead
What died didn't stay dead
You're alive, so alive
Never be so polite, you forget your power
Never wield such power, you forget to be polite
And if I didn't know better
I'd think you were listening to me now
If I didn't know better
I'd think you were still around
What died didn't stay dead
What died didn't stay dead
You're alive, you're alive in my head
What died didn't stay dead
What died didn't stay dead
You're alive, so alive
The autumn chill that wakes me up
You loved the amber skies so much
Long limbs and frozen swims
You'd always go past where our feet could touch
And I complained the whole way there
The car ride back and up the stairs
I should've asked you questions
I should've asked you how to be
Asked you to write it down for me
Should've kept every grocery store receipt
'Cause every scrap of you would be taken from me
Watched as you signed your name Marjorie
All your closets of backlogged dreams
And how you left them all to me
What died didn't stay dead
What died didn't stay dead
You're alive, you're alive in my head
What died didn't stay dead
What died didn't stay dead
You're alive, so alive
And if I didn't know better
I'd think you were singing to me now
If I didn't know better
I'd think you were still around
I know better
But I still feel you all around
I know better
But you're still around",evermore (deluxe version),Taylor Swift,2021-01-07,257773,63,0.535,0.876,0.561,0.000136,0.115,-11.609,0.0484,0.287,96.103
closure,https://www.youtube.com/watch?v=AIFnKqIeEdY,"It's been a long time
And seeing the shape of your name
Still spells out pain
It wasn't right
The way it all went down
Looks like you know that now
Yes, I got your letter
Yes, I'm doing better
It cut deep to know ya
Right to the bone
Yes, I got your letter
Yes, I'm doing better
I know that it's over
I don't need your closure
Your closure
Don't treat me like some situation that needs to be handled
I'm fine with my spite
And my tears
And my beers and my candles
I can feel you smoothing me over
Yes, I got your letter
Yes, I'm doing better
It cut deep to know ya
Right to the bone
Yes, I got your letter
Yes, I'm doing better
I know that it's over
I don't need your closure
Your closure
Your closure
Your closure
I know I'm just a
Wrinkle in your new life
Staying friends
Would iron it out so nice
Guilty, guilty reaching out across the sea
That you put between you and me
But it's fake
And it's oh so unnecessary
Yes, I got your letter
Yes, I'm doing better
It cut deep to know ya
Right to the bone
Yes, I got your letter
Yes, I'm doing better
I know that it's over
I don't need your closure, closure
Your closure
Your closure",evermore (deluxe version),Taylor Swift,2021-01-07,180653,62,0.689,0.835,0.704,4.83E-06,0.134,-10.813,0.245,0.92,151.884
evermore (feat. Bon Iver),https://www.youtube.com/watch?v=wFF_Dtr5yzc,"Gray November
I've been down since July
Motion capture
Put me in a bad light
I replay my footsteps on each stepping stone
Trying to find the one where I went wrong
Writing letters
Addressed to the fire
And I was catching my breath
Staring out an open window
Catching my death
And I couldn't be sure
I had a feeling so peculiar
That this pain would be for
Evermore
Hey December
Guess I'm feeling unmoored
Can't remember
What I used to fight for
I rewind the tape but all it does is pause
On the very moment all was lost
Sending signals
To be double crossed
And I was catching my breath
Barefoot in the wildest winter
Catching my death
And I couldn't be sure
I had a feeling so peculiar
That this pain would be for
Evermore
(Evermore)
Can't not think of all the cost
And the things that will be lost
Oh, can we just get a pause?
To be certain we'll be tall again
Whether weather be the frost
Or the violence of the dog days
I'm on waves, out being tossed
Is there a line that I could just go cross?
And when I was shipwrecked (can't think of all the cost)
I thought of you (all the things that will be lost now)
In the cracks of light (can we just get a pause?)
I dreamed of you (to be certain we'll be tall again)
(If you think of all the costs)
It was real enough (whether weather be the frost)
To get me through (or the violence of the dog days)
(Out on waves being tossed)
But I swear (is there a line that we could just go cross?)
You were there
And I was catching my breath
Floors of a cabin creaking under my step
And I couldn't be sure
I had a feeling so peculiar
This pain wouldn't be for
Evermore
Evermore (evermore)
Evermore
This pain wouldn't be for evermore (evermore)
Evermore",evermore (deluxe version),Taylor Swift,2021-01-07,304106,64,0.39,0.937,0.27,0.00227,0.111,-10.673,0.0308,0.32,125.177
right where you left me - bonus track,https://www.youtube.com/watch?v=8-pgY8_l-7U,"Friends break up, friends get married
Strangers get born, strangers get buried
Trends change, rumors fly through new skies
But I'm right where you left me
Matches burn after the other
Pages turn and stick to each other
Wages earned and lessons learned
But I, I'm right where you left me
Help, I'm still at the restaurant
Still sitting in a corner I haunt
Cross-legged in the dim light
They say, ""What a sad sight""
I, I swear you could hear a hair pin drop
Right when I felt the moment stop
Glass shattered on the white cloth
Everybody moved on
I, I stayed there
Dust collected on my pinned-up hair
They expected me to find somewhere
Some perspective, but I sat and stared
Right where you left me
You left me no, oh, you left me no
You left me no choice but to stay here forever
You left me, you left me no, oh, you left me no
You left me no choice but to stay here forever
Did you ever hear about the girl who got frozen?
Time went on for everybody else, she won't know it
She's still 23 inside her fantasy
How it was supposed to be
Did you hear about the girl who lives in delusion?
Break-ups happen every day, you don't have to lose it
She's still 23 inside her fantasy
And you're sitting in front of me
At the restaurant, when I was still the one you want
Cross-legged in the dim light, everything was just right
I, I could feel the mascara run
You told me that you met someone
Glass shattered on the white cloth
Everybody moved on
Help, I'm still at the restaurant
Still sitting in a corner I haunt
Cross-legged in the dim light
They say, ""What a sad sight""
I, I stayed there
Dust collected on my pinned-up hair
I'm sure that you got a wife out there
Kids and Christmas, but I'm unaware
'Cause I'm right where
I cause no harm, mind my business
If our love died young, I can't bear witness
And it's been so long
But if you ever think you got it wrong
I'm right where you left me
You left me no, oh, you left me no
You left me no choice but to stay here forever
You left me
You left me no, oh, you left me no
You left me no choice but to stay here forever",evermore (deluxe version),Taylor Swift,2021-01-07,245026,72,0.581,0.769,0.619,0.000106,0.117,-6.524,0.0282,0.645,137.915
it’s time to go - bonus track,https://www.youtube.com/watch?v=1iRbIYkccgw,"… When your dinner is cold and the chatter gets old
You ask for the tab
Or that moment again, he's insisting that friends
Look at each other like that
… When the words of a sister come back in whispers
That prove she was not in fact what she seemed
Not a twin from your dreams
She's a crook who was caught
… That old familiar body ache
The snaps from the same little breaks in your soul
You know when it's time to go
… 20 years at your job
Then the son of the boss gets the spot that was yours
Or trying to stay for the kids
When keeping it how it is will only break their hearts worse
… That old familiar body ache
The snaps from the same little breaks in your soul
You know when it's time to go
… Sometimes giving up is the strong thing
Sometimes to run is the brave thing
Sometimes walking out is the one thing
That will find you the right thing
… Sometimes giving up is the strong thing
Sometimes to run is the brave thing
Sometimes walking out is the one thing
That will find you the right thing
… 15 years, 15 million tears
Begging 'til my knees bled
I gave it my all, he gave me nothing at all
Then wondered why I left
… Now he sits on his throne in his palace of bones
Praying to his greed
He's got my past frozen behind glass
But I've got me
… That old familiar body ache
The snaps from the same little breaks in my soul
I know when it's time to go
… Sometimes giving up is the strong thing
Sometimes to run is the brave thing
Sometimes walking out is the one thing
That will find you the right thing
… Sometimes giving up is the strong thing
Sometimes to run is the brave thing
Sometimes walking out is the one thing
That will find you the right thing
… That will find you the right thing
And you know in your soul
And you know in your soul
When it's time to go
… You know, you know, you know, you know
When it's time to go
… So then you go
Then you go
You just go",evermore (deluxe version),Taylor Swift,2021-01-07,254640,68,0.592,0.801,0.41,1.39E-05,0.09,-12.426,0.0397,0.416,151.923
Fearless (Taylor’s Version),https://www.youtube.com/watch?v=eVNNfmr_vWI,"There's somethin' bout the way
The street looks when it's just rained
There's a glow off the pavement
You walk me to the car
And you know I wanna ask you to dance right there
In the middle of the parking lot
Yeah
Oh, yeah
We're drivin' down the road
I wonder if you know
I'm tryin' so hard not to get caught up now
But you're just so cool
Run your hands through your hair
Absent mindedly makin' me want you
And I don't know how it gets better than this
You take my hand and drag me head first
Fearless
And I don't know why
But with you I'd dance in a storm
In my best dress
Fearless
So baby drive slow
'Til we run out of road in this one horse town
I wanna stay right here in this passenger seat
You put your eyes on me
In this moment now capture it, remember it
'Cause I don't know how it gets better than this
You take my hand and drag me head first
Fearless
And I don't know why
But with you I'd dance in a storm
In my best dress
Fearless
Oh, oh
Well you stood there with me in the doorway
My hands shake
I'm not usually this way but
You pull me in and I'm a little more brave
It's the first kiss, it's flawless, really something, it's fearless
Oh, yeah
'Cause I don't know how it gets better than this
You take my hand and drag me head first
Fearless
And I don't know why
But with you I'd dance in a storm
In my best dress
Fearless
'Cause I don't know how it gets better than this
You take my hand and drag me head first
Fearless
And I don't know why
But with you I'd dance in a storm
In my best dress
Fearless
Oh, oh, oh yeah",Fearless (Taylor's Version),Taylor Swift,2021-04-09,241591,69,0.569,0.0122,0.741,0,0.333,-4.963,0.0282,0.43,100.118
Fifteen (Taylor’s Version),https://www.youtube.com/watch?v=FJcJhTy4svc,"You take a deep breath
And you walk through the doors
It's the morning of your very first day
You say hi to your friends you ain't seen in awhile
Try and stay out of everybody's way
It's your freshman year
And you're gonna be here for the next four years
In this town
Hoping one of those senior boys
Will wink at you and say, ""you know I haven't seen you around, before""
'Cause when you're fifteen,
Somebody tells you they love you
You're gonna believe them
And when you're fifteen
Feeling like there's nothing to figure out
Count to ten
Take it in
This is life before you know who you're gonna be
At fifteen
You sit in class next to a red-head named Abigail
And soon enough you're best friends
Laughing at the other girls
Who they think they're so cool
We'll be out of here as soon as we can
And then you're on your very first date
And he's got a car
And you're feeling like flying
And you're mama's waiting up
And you're thinking he's the one
And you're dancing around the room when the night ends
When the night ends
'Cause when you're fifteen,
Somebody tells you they love you
You're gonna believe them
And when you're fifteen
And your first kiss makes your head spin around
But in your life you'll do things
Greater than dating the boy on the football team
But I didn't know it at fifteen
When all you wanted
Was to be wanted
Wish you could go back
And tell yourself what you know now
Back then I swore I was gonna marry him someday
But I realized some bigger dreams of mine
And Abigail gave everything she had
To a boy who changed his mind
And we both cried
'Cause when you're fifteen,
Somebody tells you they love you
You're gonna believe them
And when you're fifteen
Don't forget to look before you fall
I've found time can heal most anything
And you just might find who you're supposed to be
I didn't know who I was supposed to be
At fifteen
La la la la la
Your very first day
Take a deep breath girl
And take a deep breath as you walk through the doors",Fearless (Taylor's Version),Taylor Swift,2021-04-09,294419,66,0.559,0.116,0.646,0,0.32,-4.61,0.0272,0.289,95.466
Love Story (Taylor’s Version),https://www.youtube.com/watch?v=e7yg0A-PCTI,"We were both young when I first saw you
I close my eyes and the flashback starts
I'm standin' there
On a balcony in summer air
See the lights, see the party, the ball gowns
See you make your way through the crowd
And say, ""Hello""
Little did I know
That you were Romeo, you were throwin' pebbles
And my daddy said, ""Stay away from Juliet""
And I was cryin' on the staircase
Beggin' you, ""Please don't go, "" and I said
Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say, ""Yes""
So I sneak out to the garden to see you
We keep quiet, 'cause we're dead if they knew
So close your eyes
Escape this town for a little while, oh oh
'Cause you were Romeo, I was a scarlet letter
And my daddy said, ""Stay away from Juliet""
But you were everything to me
I was beggin' you, ""Please don't go, "" and I said
Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say, ""Yes""
Romeo, save me, they're tryna tell me how to feel
This love is difficult, but it's real
Don't be afraid, we'll make it out of this mess
It's a love story, baby, just say, ""Yes""
Oh, oh
I got tired of waiting
Wonderin' if you were ever comin' around
My faith in you was fading
When I met you on the outskirts of town, and I said
Romeo, save me, I've been feeling so alone
I keep waiting for you, but you never come
Is this in my head? I don't know what to think
He knelt to the ground and pulled out a ring
And said, ""Marry me, Juliet
You'll never have to be alone
I love you and that's all I really know
I talked to your dad, go pick out a white dress
It's a love story, baby, just say, ""Yes""
Oh, oh, oh
Oh, oh, oh, oh
'Cause we were both young when I first saw you",Fearless (Taylor's Version),Taylor Swift,2021-04-09,235766,74,0.627,0.13,0.792,3.97E-06,0.0845,-4.311,0.031,0.415,119.054
Hey Stephen (Taylor’s Version),https://www.youtube.com/watch?v=tMhiHrL7rPE,"Mmm-mm, mm-mm, mm-mm
Mmm-mm, mm-mm
Mmm-mm, mm-mm, mm-mm
Mmm-mm, yeah
Hey Stephen, I know looks can be deceiving
But I know I saw a light in you
And as we walked we would talk
And I didn't say half the things I wanted to
Of all the girls tossing rocks at your window
I'll be the one waiting there even when it's cold
Hey Stephen, boy, you might have me believing
I don't always have to be alone
'Cause I can't help it if you look like an angel
Can't help it if I wanna kiss you in the rain, so
Come feel this magic I've been feeling since I met you
Can't help it if there's no one else
Mmm, I can't help myself
Hey Stephen, I've been holding back this feeling
So I've got some things to say to you (ha)
I've seen it all, so I thought
But I never seen nobody shine the way you do
The way you walk, way you talk, way you say my name
It's beautiful, wonderful, don't you ever change
Hey Stephen, why are people always leaving?
I think you and I should stay the same
'Cause I can't help it if you look like an angel
Can't help it if I wanna kiss you in the rain, so
Come feel this magic I've been feeling since I met you
Can't help it if there's no one else
Mmm, I can't help myself
They're dimming the street lights
You're perfect for me
Why aren't you here tonight?
I'm waiting alone now
So come on and come out
And pull me near
And shine, shine, shine
Hey Stephen, I could give you 50 reasons
Why I should be the one you choose
All those other girls, well, they're beautiful
But would they write a song for you? (Ha-ha)
I can't help it if you look like an angel
Can't help it if I wanna kiss you in the rain, so
Come feel this magic I've been feeling since I met you
Can't help it if there's no one else
Mmm, I can't help myself
If you look like an angel
Can't help it if I wanna kiss you in the rain, so
Come feel this magic I've been feeling since I met you
Can't help it if there's no one else
Mmm I can't help myself
Myself
Can't help myself, I can't help myself
Oh, oh, oh
Mmm-mm, mm-mm, mm-mm
Mmm-mm, mm-mm
Mmm-mm, mm-mm, mm-mm
Mmm-mm, mm-mm
Mm-mm",Fearless (Taylor's Version),Taylor Swift,2021-04-09,254254,66,0.788,0.106,0.571,0,0.0934,-6.135,0.0296,0.797,115.99
